X,state,county_name,county.FIPS,date,female,above_65,population,driving_alone_to_work,smoking,flu_vac,some_college,social_association,traffic,black,hispanic,Rural.urban_Continuum_Code_2013,PCTPOVALL_2018,population.density,cases_1,cases_2,cases_3,cases_4,cases_5,cases_6,cases_7,cases_8,cases_9,cases_10,deaths_1,deaths_2,deaths_3,deaths_4,deaths_5,deaths_6,deaths_7,deaths_8,deaths_9,deaths_10,deaths_11,cumulative_dose,non_metro
484,GA,Taylor County,13269,2020/7/1,0.522079861,0.202263963,8020,0.880515954,0.216311272,0.4,0.507803121,11.05379514,30.02770013,0.382137082,0.027490982,8,22.9,21.2907165,49.87531172,12.46882793,37.40648379,12.46882793,0,12.46882793,12.46882793,37.40648379,0,24.93765586,0,0,0,0,0,0,0,0,0,0,0.039101985,0.014933965,1
97,AR,Conway County,5029,2020/7/1,0.508879422,0.196017424,20846,0.811301486,0.190009338,0.27,0.513050571,14.34308663,63.10870705,0.113110909,0.040208702,6,17.9,37.74739701,33.57958361,4.797083373,0,4.797083373,0,0,4.797083373,43.17375036,47.97083373,67.15916723,0,0,0,0,0,0,0,4.797083373,4.797083373,0,-0.020416788,-0.048817272,1
2521,TX,Hall County,48191,2020/7/1,0.504953765,0.231505945,2964,0.776859504,0.18762493,0.25,0.444061962,9.76880495,88.32392832,0.082892999,0.342140026,9,24.1,3.354876682,0,0,0,0,67.47638327,0,0,0,0,0,0,0,0,0,0,0,0,33.73819163,0,0,0.264716865,0.1586323,1
2637,TX,Swisher County,48437,2020/7/1,0.467300992,0.176762262,7397,0.83777336,0.167929808,0.23,0.389284021,13.30671989,36.7747434,0.075984991,0.44532297,6,19.2,8.309742069,54.07597675,0,40.55698256,40.55698256,27.03798837,0,13.51899419,40.55698256,27.03798837,108.1519535,0,0,0,0,0,0,13.51899419,0,0,0,0.078885842,0.009083843,1
106,AR,Franklin County,5047,2020/7/1,0.499831555,0.193318361,17715,0.81751497,0.21150184,0.48,0.585207396,10.62045836,37.77086814,0.008871421,0.034194273,6,18.3,29.09535854,5.644933672,0,0,0,11.28986734,0,5.644933672,5.644933672,39.5145357,28.22466836,0,0,0,0,0,0,0,0,0,0,-0.029926897,-0.050879575,1
107,AR,Fulton County,5049,2020/7/1,0.509250958,0.262531584,12477,0.821703501,0.200121151,0.38,0.627001298,6.636250519,38.6612777,0.006357486,0.015323172,9,20.6,20.18311522,8.014747135,0,16.02949427,8.014747135,16.02949427,8.014747135,8.014747135,8.014747135,8.014747135,16.02949427,0,0,0,0,0,0,0,0,0,0,0.101641733,0.009008691,1
1067,KY,Whitley County,21235,2020/7/1,0.507891397,0.15945588,36264,0.810712555,0.239963344,0.35,0.546886358,8.560225327,81.34907394,0.00816732,0.012913195,7,25.7,82.82666788,8.272667108,0,2.757555703,0,2.757555703,0,0,11.03022281,11.03022281,16.54533422,0,0,0,0,0,0,0,0,0,0,0.211792348,0.032586829,1
111,AR,Hempstead County,5057,2020/7/1,0.517869463,0.179614553,21532,0.815368687,0.221766582,0.41,0.545851528,10.52101917,47.7321499,0.296352514,0.131686675,6,20.6,29.59643721,0,9.288500836,0,9.288500836,18.57700167,23.22125209,55.73100502,41.79825376,27.86550251,23.22125209,0,0,0,0,0,0,0,0,0,0,0.082884932,-0.036715857,1
112,AR,Hot Spring County,5059,2020/7/1,0.476484377,0.18898549,33771,0.83766134,0.203335269,0.54,0.517732151,10.42473343,57.20904552,0.111391353,0.035221507,6,18.7,54.8943433,5.922240976,29.61120488,17.76672293,8.883361464,2.961120488,5.922240976,5.922240976,23.6889639,284.2675668,858.7249415,0,0,0,0,0,0,0,0,0,0,0.021134739,-0.003512036,1
1363,MS,Calhoun County,28013,2020/7/1,0.51911887,0.1892491,14361,0.894054878,0.198872596,0.41,0.45813253,15.1807894,16.5894562,0.278678304,0.062413411,9,21.3,24.48301141,55.70642713,41.77982035,13.92660678,0,13.92660678,34.81651696,48.74312374,55.70642713,111.4128543,125.339461,6.963303391,6.963303391,0,0,0,0,0,0,0,0,0.112367921,0.031145452,1
2609,TX,Rains County,48379,2020/7/1,0.502919648,0.245332675,12514,0.798775153,0.143031978,0.38,0.486281131,9.352150995,37.96776008,0.024015133,0.092112838,8,14.5,54.53911528,0,0,0,0,7.991050024,0,7.991050024,7.991050024,23.97315007,0,0,0,0,0,0,0,0,0,0,0,0.032990797,0.017773727,1
127,AR,Marion County,5089,2020/7/1,0.509089822,0.285133357,16694,0.793715057,0.199220106,0.35,0.527316736,7.913318724,14.80892145,0.00532233,0.022844157,9,18.7,27.96268069,0,0,0,0,0,5.990176111,0,0,0,11.98035222,0,0,0,0,0,0,0,0,0,0,0.089988598,0.032678375,1
118,AR,Johnson County,5071,2020/7/1,0.504001197,0.164535188,26578,0.793537681,0.207524652,0.48,0.390802781,8.285628201,64.00623611,0.016677885,0.141163713,7,22.2,40.28190361,30.10008278,3.762510347,11.28753104,3.762510347,11.28753104,37.62510347,67.72518624,97.82526902,248.3256829,199.4130484,0,0,0,0,0,0,0,0,0,0,0.099639343,-0.028179471,1
1863,NC,Hyde County,37095,2020/7/1,0.452772467,0.206692161,4937,0.812404677,0.173120009,0.51,0.47526738,7.458512027,3.509465426,0.284512428,0.091586998,9,22.2,8.057777052,0,20.25521572,0,0,0,0,20.25521572,20.25521572,60.76564715,101.2760786,0,0,0,0,0,0,0,0,0,0,-0.070169522,-0.032991846,1
120,AR,Lawrence County,5075,2020/7/1,0.506389193,0.197273944,16406,0.846320012,0.193946418,0.25,0.579384204,9.682299546,32.2152993,0.011804795,0.016794451,6,17.7,27.91987883,103.6206266,146.2879434,12.19066195,24.38132391,54.85797879,12.19066195,30.47665488,12.19066195,18.28599293,30.47665488,0,18.28599293,0,0,6.095330976,0,24.38132391,0,0,0,-0.066694724,0.006689471,1
2093,OK,McIntosh County,40091,2020/7/1,0.506030785,0.252535958,19596,0.825755354,0.206071393,0.47,0.428284855,6.584945801,13.6911014,0.029119354,0.028362352,6,23.9,31.68310428,0,5.103082262,10.20616452,25.51541131,5.103082262,0,15.30924679,10.20616452,122.4739743,61.23698714,0,0,0,0,5.103082262,0,0,0,0,0,0.040306316,0.01503662,1
131,AR,Montgomery County,5097,2020/7/1,0.505378754,0.270170327,8986,0.815196998,0.184704266,0.29,0.453883495,5.606009642,23.13740349,0.004594352,0.045607351,8,18.8,11.52228548,0,11.12842199,0,0,0,11.12842199,0,0,0,22.25684398,0,0,0,0,0,0,0,0,0,0,0.021696356,-0.063089851,1
547,ID,Power County,16077,2020/7/1,0.491246138,0.154351184,7681,0.761381476,0.145065993,0.37,0.491091314,3.947368421,88.29890333,0.003604531,0.348352214,6,13.7,5.469862702,0,0,0,13.01913813,0,39.0574144,26.03827627,26.03827627,78.1148288,26.03827627,0,0,0,0,0,0,0,0,0,0,0.206945314,0.112723392,1
133,AR,Newton County,5101,2020/7/1,0.493401666,0.265086483,7753,0.792816761,0.190078145,0.27,0.434404284,5.109862034,15.19078491,0.00512492,0.020115311,9,17.4,9.444512121,12.89823294,0,0,0,0,0,0,0,12.89823294,12.89823294,0,0,0,0,0,0,0,0,0,0,0.194745654,0.003293343,1
136,AR,Phillips County,5107,2020/7/1,0.529868545,0.190027178,17782,0.795133674,0.243544072,0.25,0.572547101,11.30734439,47.12271395,0.614399024,0.02068889,6,35.4,25.56133743,5.62366438,5.62366438,0,5.62366438,22.49465752,73.10763694,28.1183219,123.7206164,213.6992464,298.0542121,0,0,0,0,0,0,0,0,5.62366438,5.62366438,0.056617348,0.008623843,1
2122,OK,Washita County,40149,2020/7/1,0.503729667,0.180372068,10916,0.834010565,0.165061347,0.49,0.483919222,17.06484642,10.20389746,0.009436506,0.102094006,7,17.8,10.88150563,0,0,0,9.160864786,9.160864786,0,0,0,9.160864786,0,0,0,0,0,0,0,0,0,0,0,0.048505832,-0.026187999,1
587,IL,Hardin County,17069,2020/7/1,0.49258312,0.257033248,3821,0.864142539,0.179581925,0.17,0.598493003,7.414730598,7.680945463,0.00511509,0.022506394,9,20,21.52312285,26.17115938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181056698,0.044853476,1
1901,NC,Surry County,37171,2020/7/1,0.513523656,0.20492578,71783,0.858963748,0.171951567,0.5,0.55501791,14.53810368,37.06525528,0.036581976,0.107911269,4,16,134.887348,0,5.572349999,37.6133625,72.44054999,100.3023,71.04746249,84.97833749,83.58524999,65.47511249,108.660825,0,1.3930875,0,0,0,1.3930875,0,0,0,0,0.064326021,-0.045874605,1
2284,SD,Brule County,46015,2020/7/1,0.500478103,0.189711226,5297,0.719530103,0.159599764,0.42,0.659320478,15.06024096,45.59169762,0.005354752,0.028877414,9,15.8,6.481572121,0,0,0,0,0,0,37.75722107,151.0288843,94.39305267,94.39305267,0,0,0,0,0,0,0,0,0,0,0.557667516,0.131870704,1
143,AR,Randolph County,5121,2020/7/1,0.505571651,0.199409405,17958,0.824910821,0.204861188,0.38,0.619585687,5.695733895,23.18194538,0.00991754,0.021116559,7,17.4,27.53492081,11.13709767,16.70564651,16.70564651,0,22.27419534,0,0,11.13709767,61.2540372,44.54839069,0,0,0,0,0,0,0,0,5.568548836,0,0.068277711,-0.059940331,1
144,AR,St. Francis County,5123,2020/7/1,0.448759778,0.162034671,24994,0.815935036,0.241277176,0.42,0.444678332,10.02699576,29.25305247,0.522858603,0.054443964,6,35.6,39.37489169,64.01536369,56.01344323,736.1766824,280.0672161,1160.278467,148.0355285,316.0758582,92.0220853,56.01344323,76.01824438,0,0,0,0,4.00096023,0,0,4.00096023,4.00096023,0,0.028420034,0.060720777,1
2050,OK,Atoka County,40005,2020/7/1,0.479693597,0.198439081,13758,0.807626023,0.20874303,0.39,0.438218391,12.24166487,47.79444741,0.038372597,0.035409741,9,20.8,14.1032475,0,0,0,0,0,21.80549498,0,29.07399331,43.61098997,36.34249164,0,0,0,0,0,0,0,0,0,0,0.020030595,-0.045939949,1
147,AR,Searcy County,5129,2020/7/1,0.498869063,0.24981151,7881,0.698747528,0.199246474,0.22,0.454103344,5.039052658,29.01939088,0.003769791,0.026765519,9,24.3,11.83155682,0,0,0,0,0,12.68874508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080118753,0.022745282,1
2246,SC,Colleton County,45029,2020/7/1,0.518560807,0.201672863,37677,0.812237242,0.205597034,0.33,0.44577473,10.36930685,9.671078261,0.367976633,0.033828996,6,20,35.66242937,7.96241739,15.92483478,0,69.00761738,42.46622608,95.54900868,90.24073042,151.2859304,119.4362608,207.0228521,7.96241739,0,0,0,10.61655652,15.92483478,0,5.30827826,10.61655652,2.65413913,-0.045630112,-0.053055813,1
773,IA,Decatur County,19053,2020/7/1,0.500633714,0.200760456,7870,0.681342873,0.181775738,0.39,0.552289815,7.547169811,318.6099271,0.018757921,0.031812421,9,20.3,14.79657066,0,0,0,0,0,12.7064803,25.41296061,63.53240152,12.7064803,0,0,0,0,0,0,0,0,0,0,0,0.101107481,0.028301723,1
152,AR,Union County,5139,2020/7/1,0.513418187,0.179343659,38682,0.901166125,0.199232116,0.45,0.557102183,24.08172577,70.51420419,0.326330317,0.0412769,7,18.2,37.22250556,31.02218086,62.04436172,36.19254434,80.14063389,137.0146321,33.6073626,38.77772607,51.70363477,49.11845303,51.70363477,0,0,10.34072695,0,5.170363477,5.170363477,7.755545215,0,5.170363477,0,0.024642687,-0.088069575,1
2420,TN,Van Buren County,47175,2020/7/1,0.499392888,0.236773634,5872,0.837097549,0.223716146,0.31,0.314424635,0,13.1795719,0.007458803,0.01613183,9,16.3,21.47611733,17.02997275,0,0,34.0599455,0,0,0,17.02997275,0,34.0599455,0,0,0,0,0,0,0,0,0,0,0.456705276,0.118505104,1
155,AR,White County,5145,2020/7/1,0.513241963,0.164263849,78753,0.830484018,0.193455673,0.48,0.549468085,10.37764503,69.60273683,0.044559046,0.044012855,4,16.6,76.08397419,2.539585794,5.079171587,1.269792897,1.269792897,3.80937869,5.079171587,7.618757381,11.42813607,21.58647925,11.42813607,0,0,0,0,0,0,0,0,0,0,-0.010553272,-0.050957331,1
2052,OK,Beckham County,40009,2020/7/1,0.46321802,0.143442812,21859,0.844844845,0.179589022,0.5,0.518864933,17.89565457,28.37367967,0.038693629,0.148648026,7,16.3,24.23903039,13.72432408,4.574774692,0,0,0,18.29909877,0,4.574774692,4.574774692,9.149549385,0,0,0,0,0,0,0,0,0,0,-0.022156609,-0.016217146,1
2071,OK,Garfield County,40047,2020/7/1,0.50219165,0.163873065,61056,0.833531593,0.173917186,0.54,0.541320755,14.4525097,45.66575229,0.029369757,0.129331998,5,15.2,57.6832598,0,13.10272537,4.913522013,1.637840671,4.913522013,3.275681342,3.275681342,27.8432914,13.10272537,18.01624738,0,0,0,0,0,0,0,0,0,1.637840671,0.059629794,-0.016398718,1
161,CA,Calaveras County,6009,2020/7/1,0.502280602,0.275273014,45905,0.755882881,0.109519356,0.4,0.5662695,8.539522663,17.59655406,0.008245252,0.123744573,6,12.1,45.00446074,2.178411938,0,0,0,0,4.356823875,8.713647751,15.24888356,4.356823875,8.713647751,0,0,0,0,0,0,0,0,0,0,-0.095688596,-0.052676377,1
162,CA,Colusa County,6011,2020/7/1,0.489249549,0.14625237,21547,0.769541636,0.122172559,0.43,0.490835031,5.044714515,152.9221679,0.009571369,0.603319924,6,11,18.72463567,0,0,0,0,9.282034622,9.282034622,0,0,0,129.9484847,0,0,0,0,0,0,0,0,0,0,0.079747243,0.006119885,1
2459,TX,Cass County,48067,2020/7/1,0.515886982,0.221122879,30026,0.883722951,0.154873234,0.35,0.426893354,16.99320272,41.96637869,0.166771805,0.047013513,6,20.4,32.04619194,9.991340838,0,13.32178778,0,3.330446946,26.64357557,6.660893892,9.991340838,6.660893892,6.660893892,0,0,0,0,0,0,3.330446946,3.330446946,0,0,0.01577979,-0.051723105,1
167,CA,Glenn County,6021,2020/7/1,0.492459087,0.158769209,28393,0.765568108,0.13180789,0.37,0.445696721,7.474905674,132.1948163,0.008414447,0.422932934,6,15.4,21.60888923,3.521994858,0,3.521994858,21.13196915,0,17.60997429,7.043989716,45.78593315,35.21994858,214.8416863,0,0,0,0,0,0,0,0,0,0,-0.073654714,0.06066842,1
1679,NV,Elko County,32007,2020/7/1,0.480709112,0.113286313,52778,0.623634674,0.17184164,0.36,0.571210967,5.128302532,129.595164,0.010903546,0.244166984,5,8.3,3.073880172,0,5.684186593,5.684186593,5.684186593,1.894728864,3.789457729,5.684186593,18.94728864,73.89442571,90.94698549,0,0,0,0,0,0,0,0,0,0,0.241021791,0.207941812,1
502,GA,Wayne County,13305,2020/7/1,0.487251745,0.158413849,29927,0.835550876,0.185465655,0.43,0.475464022,14.08592414,52.26656369,0.195249597,0.064579979,6,18.6,46.63124435,13.36585692,3.34146423,0,3.34146423,10.02439269,10.02439269,20.04878538,43.43903499,30.07317807,36.75610653,0,0,0,0,0,0,0,0,0,0,0.014982365,-0.021974479,1
2132,OR,Curry County,41015,2020/7/1,0.507868321,0.341910314,22925,0.772004387,0.150659726,0.34,0.535111329,9.263752261,137.5856686,0.004953316,0.073423048,7,14.9,14.08636771,0,0,0,0,8.724100327,4.362050164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303222924,-0.034097472,1
208,CA,Tehama County,6103,2020/7/1,0.50336379,0.19383253,65084,0.811922931,0.142589738,0.39,0.533663434,5.162218816,85.60991017,0.007306465,0.256915326,4,17,22.06454194,0,0,0,1.536475939,1.536475939,3.072951878,4.609427816,13.82828345,27.6565669,43.02132629,1.536475939,0,0,0,0,0,0,0,0,0,-0.11625906,0.014407187,1
181,CA,Modoc County,6049,2020/7/1,0.500284835,0.268656716,8841,0.693795864,0.138244584,0.17,0.485412475,0,13.34498124,0.010254073,0.142189814,6,19.1,2.256640895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221203585,0.149514507,1
